,start,end,featlen,totlen,percent,type,name,gene
GRIN2A_599_620_REGION,599.0,620.0,21.0,1464.0,0.014344262295081968,REGION,Pore-forming,GRIN2A
GRIN2A_689_690_REGION,689.0,690.0,1.0,1464.0,0.0006830601092896175,REGION,Glutamate binding,GRIN2A
GRIN2A_730_731_REGION,730.0,731.0,1.0,1464.0,0.0006830601092896175,REGION,Glutamate binding,GRIN2A
GRIN2A_1462_1464_MOTIF,1462.0,1464.0,2.0,1464.0,0.001366120218579235,MOTIF,PDZ-binding,GRIN2A
PALB2_1_579_REGION,1.0,579.0,578.0,1186.0,0.4873524451939292,REGION,DNA-binding (with the preference D loop > dsDNA > ssDNA),PALB2
PALB2_1_319_REGION,1.0,319.0,318.0,1186.0,0.26812816188870153,REGION,Interaction with BRCA1,PALB2
PALB2_1_200_REGION,1.0,200.0,199.0,1186.0,0.16779089376053963,REGION,Interaction with RAD51,PALB2
PALB2_1_160_REGION,1.0,160.0,159.0,1186.0,0.13406408094435077,REGION,Required for its oligomerization and is important for its focal concentration at DNA damage sites,PALB2
PALB2_395_446_REGION,395.0,446.0,51.0,1186.0,0.04300168634064081,REGION,"ChAM (Chromatin-association motif); required for chromatin association, mediates nucleosome association",PALB2
PALB2_775_1186_REGION,775.0,1186.0,411.0,1186.0,0.34654300168634067,REGION,Required for interaction with POLH and POLH DNA synthesis stimulation,PALB2
PALB2_853_1186_REGION,853.0,1186.0,333.0,1186.0,0.28077571669477236,REGION,"Interaction with RAD51, BRCA2 and POLH",PALB2
CREBBP_587_666_DOMAIN,587.0,666.0,79.0,2442.0,0.03235053235053235,DOMAIN,KIX,CREBBP
CREBBP_1103_1175_DOMAIN,1103.0,1175.0,72.0,2442.0,0.029484029484029485,DOMAIN,Bromo,CREBBP
CREBBP_1323_1700_DOMAIN,1323.0,1700.0,377.0,2442.0,0.15438165438165438,DOMAIN,CBP/p300-type HAT,CREBBP
CREBBP_227_410_REGION,227.0,410.0,183.0,2442.0,0.07493857493857493,REGION,Interaction with SRCAP,CREBBP
CREBBP_1124_1170_REGION,1124.0,1170.0,46.0,2442.0,0.018837018837018837,REGION,Interaction with histone,CREBBP
CREBBP_1162_1180_REGION,1162.0,1180.0,18.0,2442.0,0.007371007371007371,REGION,Interaction with ASF1A,CREBBP
CREBBP_1433_1435_REGION,1433.0,1435.0,2.0,2442.0,0.000819000819000819,REGION,Interaction with histone,CREBBP
CREBBP_1434_1436_REGION,1434.0,1436.0,2.0,2442.0,0.000819000819000819,REGION,Acetyl-CoA binding,CREBBP
CREBBP_1446_1447_REGION,1446.0,1447.0,1.0,2442.0,0.0004095004095004095,REGION,Acetyl-CoA binding,CREBBP
CREBBP_1460_1891_REGION,1460.0,1891.0,431.0,2442.0,0.17649467649467648,REGION,Interaction with TRERF1,CREBBP
FANCL_104_294_REGION,104.0,294.0,190.0,375.0,0.5066666666666667,REGION,UBC-RWD region (URD),FANCL
FGF12_11_38_MOTIF,11.0,38.0,27.0,243.0,0.1111111111111111,MOTIF,Bipartite nuclear localization signal,FGF12
KEAP1_77_149_DOMAIN,77.0,149.0,72.0,624.0,0.11538461538461539,DOMAIN,BTB,KEAP1
KEAP1_184_286_DOMAIN,184.0,286.0,102.0,624.0,0.16346153846153846,DOMAIN,BACK,KEAP1
KEAP1_301_310_MOTIF,301.0,310.0,9.0,624.0,0.014423076923076924,MOTIF,Nuclear export signal,KEAP1
PAK5_11_24_DOMAIN,11.0,24.0,13.0,719.0,0.01808066759388039,DOMAIN,CRIB,PAK5
PAK5_449_700_DOMAIN,449.0,700.0,251.0,719.0,0.34909596662030595,DOMAIN,Protein kinase,PAK5
PAK5_25_448_REGION,25.0,448.0,423.0,719.0,0.588317107093185,REGION,Linker,PAK5
PDK1_163_393_DOMAIN,163.0,393.0,230.0,436.0,0.5275229357798165,DOMAIN,Histidine kinase,PDK1
STAT4_569_664_DOMAIN,569.0,664.0,95.0,748.0,0.1270053475935829,DOMAIN,SH2,STAT4
SOCS1_79_174_DOMAIN,79.0,174.0,95.0,211.0,0.45023696682464454,DOMAIN,SH2,SOCS1
SOCS1_161_210_DOMAIN,161.0,210.0,49.0,211.0,0.23222748815165878,DOMAIN,SOCS box,SOCS1
SOCS1_55_66_REGION,55.0,66.0,11.0,211.0,0.052132701421800945,REGION,Kinase inhibitory region (KIR),SOCS1
SOCS1_67_78_REGION,67.0,78.0,11.0,211.0,0.052132701421800945,REGION,Extended SH2 subdomain (ESS),SOCS1
SOCS1_173_182_REGION,173.0,182.0,9.0,211.0,0.04265402843601896,REGION,Interaction with Elongin BC complex,SOCS1
ASXL1_300_658_REGION,300.0,658.0,358.0,1541.0,0.23231667748215445,REGION,Interaction with NCOA1,ASXL1
ASXL1_1107_1112_REGION,1107.0,1112.0,5.0,1541.0,0.003244646333549643,REGION,Required for interaction with RARA,ASXL1
ASXL1_160_164_MOTIF,160.0,164.0,4.0,1541.0,0.0025957170668397143,MOTIF,Nuclear localization signal 1,ASXL1
ASXL1_284_288_MOTIF,284.0,288.0,4.0,1541.0,0.0025957170668397143,MOTIF,LXXLL motif,ASXL1
ASXL1_409_413_MOTIF,409.0,413.0,4.0,1541.0,0.0025957170668397143,MOTIF,Nuclear localization signal 2,ASXL1
ERBB3_709_966_DOMAIN,709.0,966.0,257.0,1342.0,0.19150521609538004,DOMAIN,Protein kinase,ERBB3
MPL_172_281_DOMAIN,172.0,281.0,109.0,635.0,0.17165354330708663,DOMAIN,Fibronectin type-III 1,MPL
MPL_392_486_DOMAIN,392.0,486.0,94.0,635.0,0.14803149606299212,DOMAIN,Fibronectin type-III 2,MPL
MPL_474_478_MOTIF,474.0,478.0,4.0,635.0,0.006299212598425197,MOTIF,WSXWS motif,MPL
MPL_528_536_MOTIF,528.0,536.0,8.0,635.0,0.012598425196850394,MOTIF,Box 1 motif,MPL
NOTCH3_40_77_DOMAIN,40.0,77.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 1,NOTCH3
NOTCH3_78_118_DOMAIN,78.0,118.0,40.0,2321.0,0.017233950883239983,DOMAIN,EGF-like 2,NOTCH3
NOTCH3_119_156_DOMAIN,119.0,156.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 3,NOTCH3
NOTCH3_158_195_DOMAIN,158.0,195.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 4; calcium-binding,NOTCH3
NOTCH3_197_234_DOMAIN,197.0,234.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 5,NOTCH3
NOTCH3_236_272_DOMAIN,236.0,272.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 6; calcium-binding,NOTCH3
NOTCH3_274_312_DOMAIN,274.0,312.0,38.0,2321.0,0.016372253339077984,DOMAIN,EGF-like 7,NOTCH3
NOTCH3_314_350_DOMAIN,314.0,350.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 8; calcium-binding,NOTCH3
NOTCH3_351_389_DOMAIN,351.0,389.0,38.0,2321.0,0.016372253339077984,DOMAIN,EGF-like 9,NOTCH3
NOTCH3_391_429_DOMAIN,391.0,429.0,38.0,2321.0,0.016372253339077984,DOMAIN,EGF-like 10; calcium-binding,NOTCH3
NOTCH3_431_467_DOMAIN,431.0,467.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 11; calcium-binding,NOTCH3
NOTCH3_469_505_DOMAIN,469.0,505.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 12; calcium-binding,NOTCH3
NOTCH3_507_543_DOMAIN,507.0,543.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 13; calcium-binding,NOTCH3
NOTCH3_545_580_DOMAIN,545.0,580.0,35.0,2321.0,0.015079707022834985,DOMAIN,EGF-like 14; calcium-binding,NOTCH3
NOTCH3_582_618_DOMAIN,582.0,618.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 15; calcium-binding,NOTCH3
NOTCH3_620_655_DOMAIN,620.0,655.0,35.0,2321.0,0.015079707022834985,DOMAIN,EGF-like 16; calcium-binding,NOTCH3
NOTCH3_657_693_DOMAIN,657.0,693.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 17; calcium-binding,NOTCH3
NOTCH3_695_730_DOMAIN,695.0,730.0,35.0,2321.0,0.015079707022834985,DOMAIN,EGF-like 18,NOTCH3
NOTCH3_734_770_DOMAIN,734.0,770.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 19,NOTCH3
NOTCH3_771_808_DOMAIN,771.0,808.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 20,NOTCH3
NOTCH3_810_847_DOMAIN,810.0,847.0,37.0,2321.0,0.015941404566996983,DOMAIN,EGF-like 21; calcium-binding,NOTCH3
NOTCH3_849_885_DOMAIN,849.0,885.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 22; calcium-binding,NOTCH3
NOTCH3_887_922_DOMAIN,887.0,922.0,35.0,2321.0,0.015079707022834985,DOMAIN,EGF-like 23; calcium-binding,NOTCH3
NOTCH3_924_960_DOMAIN,924.0,960.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 24,NOTCH3
NOTCH3_962_998_DOMAIN,962.0,998.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 25,NOTCH3
NOTCH3_1000_1034_DOMAIN,1000.0,1034.0,34.0,2321.0,0.014648858250753986,DOMAIN,EGF-like 26,NOTCH3
NOTCH3_1047_1082_DOMAIN,1047.0,1082.0,35.0,2321.0,0.015079707022834985,DOMAIN,EGF-like 27,NOTCH3
NOTCH3_1084_1120_DOMAIN,1084.0,1120.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 28,NOTCH3
NOTCH3_1122_1158_DOMAIN,1122.0,1158.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 29; calcium-binding,NOTCH3
NOTCH3_1160_1203_DOMAIN,1160.0,1203.0,43.0,2321.0,0.01852649719948298,DOMAIN,EGF-like 30; calcium-binding,NOTCH3
NOTCH3_1205_1244_DOMAIN,1205.0,1244.0,39.0,2321.0,0.01680310211115898,DOMAIN,EGF-like 31,NOTCH3
NOTCH3_1246_1287_DOMAIN,1246.0,1287.0,41.0,2321.0,0.017664799655320983,DOMAIN,EGF-like 32,NOTCH3
NOTCH3_1289_1325_DOMAIN,1289.0,1325.0,36.0,2321.0,0.015510555794915984,DOMAIN,EGF-like 33,NOTCH3
NOTCH3_1335_1373_DOMAIN,1335.0,1373.0,38.0,2321.0,0.016372253339077984,DOMAIN,EGF-like 34,NOTCH3
PMS2,,,,862.0,,,,PMS2
SMARCD1_291_390_DOMAIN,291.0,390.0,99.0,515.0,0.19223300970873786,DOMAIN,SWIB,SMARCD1
SMARCD1_43_167_REGION,43.0,167.0,124.0,515.0,0.2407766990291262,REGION,"Interaction with ESR1, NR1H4, NR3C1, PGR and SMARCA4",SMARCD1
SMARCD1_168_474_REGION,168.0,474.0,306.0,515.0,0.5941747572815534,REGION,Interaction with SMARCC1 and SMARCC2,SMARCD1
SMARCD1_180_515_REGION,180.0,515.0,335.0,515.0,0.6504854368932039,REGION,Necessary for GR/NR3C1-mediated remodeling and transcription from chromatin; required for GR/NR3C1 interaction with the BRG1/SMARCA4 complex in vivo,SMARCD1
CTCF,,,,727.0,,,,CTCF
NSD1_323_388_DOMAIN,323.0,388.0,65.0,2696.0,0.02410979228486647,DOMAIN,PWWP 1,NSD1
NSD1_1756_1818_DOMAIN,1756.0,1818.0,62.0,2696.0,0.022997032640949554,DOMAIN,PWWP 2,NSD1
NSD1_1890_1940_DOMAIN,1890.0,1940.0,50.0,2696.0,0.018545994065281898,DOMAIN,AWS,NSD1
NSD1_1942_2059_DOMAIN,1942.0,2059.0,117.0,2696.0,0.043397626112759644,DOMAIN,SET,NSD1
NSD1_2066_2082_DOMAIN,2066.0,2082.0,16.0,2696.0,0.005934718100890208,DOMAIN,Post-SET,NSD1
NSD1_1952_1954_REGION,1952.0,1954.0,2.0,2696.0,0.000741839762611276,REGION,S-adenosyl-L-methionine binding,NSD1
NSD1_1994_1997_REGION,1994.0,1997.0,3.0,2696.0,0.001112759643916914,REGION,S-adenosyl-L-methionine binding,NSD1
NSD1_2020_2021_REGION,2020.0,2021.0,1.0,2696.0,0.000370919881305638,REGION,S-adenosyl-L-methionine binding,NSD1
NSD1_2060_2066_REGION,2060.0,2066.0,6.0,2696.0,0.002225519287833828,REGION,Inhibits enzyme activity in the absence of bound histone,NSD1
XPO1_46_112_DOMAIN,46.0,112.0,66.0,1071.0,0.06162464985994398,DOMAIN,Importin N-terminal,XPO1
XPO1_1_679_REGION,1.0,679.0,678.0,1071.0,0.6330532212885154,REGION,Necessary for HTLV-1 Rex-mediated mRNA export,XPO1
XPO1_327_450_REGION,327.0,450.0,123.0,1071.0,0.11484593837535013,REGION,Interaction with Ran and nuclear export complex formation,XPO1
XPO1_411_481_REGION,411.0,481.0,70.0,1071.0,0.06535947712418301,REGION,Interaction with RANBP3,XPO1
XPO1_411_414_REGION,411.0,414.0,3.0,1071.0,0.0028011204481792717,REGION,Necessary for HTLV-1 Rex multimerization,XPO1
XPO1_800_820_REGION,800.0,820.0,20.0,1071.0,0.018674136321195144,REGION,Interaction with HIV-1 Rev,XPO1
ALOX12B_2_119_DOMAIN,2.0,119.0,117.0,701.0,0.16690442225392296,DOMAIN,PLAT,ALOX12B
ALOX12B_120_701_DOMAIN,120.0,701.0,581.0,701.0,0.8288159771754636,DOMAIN,Lipoxygenase,ALOX12B
ATRX_159_296_DOMAIN,159.0,296.0,137.0,2492.0,0.054975922953451044,DOMAIN,ADD,ATRX
ATRX_1581_1768_DOMAIN,1581.0,1768.0,187.0,2492.0,0.07504012841091492,DOMAIN,Helicase ATP-binding,ATRX
ATRX_2025_2205_DOMAIN,2025.0,2205.0,180.0,2492.0,0.07223113964686999,DOMAIN,Helicase C-terminal,ATRX
ATRX_1189_1326_REGION,1189.0,1326.0,137.0,2492.0,0.054975922953451044,REGION,Interaction with DAXX,ATRX
ATRX_2010_2280_REGION,2010.0,2280.0,270.0,2492.0,0.10834670947030497,REGION,Interaction with MECP2,ATRX
ATRX_581_594_MOTIF,581.0,594.0,13.0,2492.0,0.00521669341894061,MOTIF,PxVxL motif,ATRX
ATRX_1719_1722_MOTIF,1719.0,1722.0,3.0,2492.0,0.001203852327447833,MOTIF,DEGH box,ATRX
BACH1_34_100_DOMAIN,34.0,100.0,66.0,736.0,0.08967391304347826,DOMAIN,BTB,BACH1
BACH1_557_620_DOMAIN,557.0,620.0,63.0,736.0,0.08559782608695653,DOMAIN,bZIP,BACH1
BACH1_562_578_REGION,562.0,578.0,16.0,736.0,0.021739130434782608,REGION,Basic motif,BACH1
BACH1_582_589_REGION,582.0,589.0,7.0,736.0,0.009510869565217392,REGION,Leucine-zipper,BACH1
CDC73_200_531_REGION,200.0,531.0,331.0,531.0,0.623352165725047,REGION,Interaction with POLR2A and PAF1,CDC73
CDC73_200_250_REGION,200.0,250.0,50.0,531.0,0.09416195856873823,REGION,Interaction with CTNNB1,CDC73
CDC73_125_139_MOTIF,125.0,139.0,14.0,531.0,0.026365348399246705,MOTIF,Nuclear localization signal,CDC73
CDH1_155_262_DOMAIN,155.0,262.0,107.0,882.0,0.12131519274376418,DOMAIN,Cadherin 1,CDH1
CDH1_263_375_DOMAIN,263.0,375.0,112.0,882.0,0.12698412698412698,DOMAIN,Cadherin 2,CDH1
CDH1_376_486_DOMAIN,376.0,486.0,110.0,882.0,0.12471655328798185,DOMAIN,Cadherin 3,CDH1
CDH1_487_593_DOMAIN,487.0,593.0,106.0,882.0,0.12018140589569161,DOMAIN,Cadherin 4,CDH1
CDH1_594_697_DOMAIN,594.0,697.0,103.0,882.0,0.11678004535147392,DOMAIN,Cadherin 5,CDH1
CDH1_758_769_REGION,758.0,769.0,11.0,882.0,0.012471655328798186,REGION,Required for binding CTNND1 and PSEN1,CDH1
CDH1_811_882_REGION,811.0,882.0,71.0,882.0,0.08049886621315193,REGION,"Required for binding alpha, beta and gamma catenins",CDH1
CIC_28_46_REGION,28.0,46.0,18.0,1608.0,0.011194029850746268,REGION,Interaction with ATXN1,CIC
DIS3_64_182_DOMAIN,64.0,182.0,118.0,958.0,0.12317327766179541,DOMAIN,PINc,DIS3
MYD88_54_109_DOMAIN,54.0,109.0,55.0,296.0,0.1858108108108108,DOMAIN,Death,MYD88
MYD88_159_296_DOMAIN,159.0,296.0,137.0,296.0,0.46283783783783783,DOMAIN,TIR,MYD88
MYD88_110_155_REGION,110.0,155.0,45.0,296.0,0.15202702702702703,REGION,Intermediate domain,MYD88
PARP4_1_94_DOMAIN,1.0,94.0,93.0,1724.0,0.05394431554524362,DOMAIN,BRCT,PARP4
PARP4_242_370_DOMAIN,242.0,370.0,128.0,1724.0,0.07424593967517401,DOMAIN,PARP alpha-helical,PARP4
PARP4_369_573_DOMAIN,369.0,573.0,204.0,1724.0,0.11832946635730858,DOMAIN,PARP catalytic,PARP4
PARP4_607_735_DOMAIN,607.0,735.0,128.0,1724.0,0.07424593967517401,DOMAIN,VIT,PARP4
PARP4_876_1046_DOMAIN,876.0,1046.0,170.0,1724.0,0.09860788863109049,DOMAIN,VWFA,PARP4
PARP4_1562_1724_REGION,1562.0,1724.0,162.0,1724.0,0.09396751740139211,REGION,Interaction with the major vault protein,PARP4
PARP4_19_25_MOTIF,19.0,25.0,6.0,1724.0,0.0034802784222737818,MOTIF,Nuclear localization signal,PARP4
PARP4_1237_1249_MOTIF,1237.0,1249.0,12.0,1724.0,0.0069605568445475635,MOTIF,Nuclear localization signal,PARP4
PDGFRA_24_113_DOMAIN,24.0,113.0,89.0,1089.0,0.08172635445362718,DOMAIN,Ig-like C2-type 1,PDGFRA
PDGFRA_117_201_DOMAIN,117.0,201.0,84.0,1089.0,0.07713498622589532,DOMAIN,Ig-like C2-type 2,PDGFRA
PDGFRA_202_306_DOMAIN,202.0,306.0,104.0,1089.0,0.09550045913682277,DOMAIN,Ig-like C2-type 3,PDGFRA
PDGFRA_319_410_DOMAIN,319.0,410.0,91.0,1089.0,0.08356290174471992,DOMAIN,Ig-like C2-type 4,PDGFRA
PDGFRA_414_517_DOMAIN,414.0,517.0,103.0,1089.0,0.0945821854912764,DOMAIN,Ig-like C2-type 5,PDGFRA
PDGFRA_593_954_DOMAIN,593.0,954.0,361.0,1089.0,0.3314967860422406,DOMAIN,Protein kinase,PDGFRA
PRDM1_84_201_DOMAIN,84.0,201.0,117.0,825.0,0.14181818181818182,DOMAIN,SET,PRDM1
PRDM1_527_574_REGION,527.0,574.0,47.0,825.0,0.05696969696969697,REGION,Interaction with PIAS1,PRDM1
CDK4_6_295_DOMAIN,6.0,295.0,289.0,303.0,0.9537953795379538,DOMAIN,Protein kinase,CDK4
CDK4_50_56_REGION,50.0,56.0,6.0,303.0,0.019801980198019802,REGION,Required for binding D-type cyclins,CDK4
GID4,,,,300.0,,,,GID4
PAX5_16_142_DOMAIN,16.0,142.0,126.0,391.0,0.32225063938618925,DOMAIN,Paired,PAX5
AKT2_5_108_DOMAIN,5.0,108.0,103.0,481.0,0.21413721413721415,DOMAIN,PH,AKT2
AKT2_152_409_DOMAIN,152.0,409.0,257.0,481.0,0.5343035343035343,DOMAIN,Protein kinase,AKT2
AKT2_410_481_DOMAIN,410.0,481.0,71.0,481.0,0.14760914760914762,DOMAIN,AGC-kinase C-terminal,AKT2
AKT2_230_232_REGION,230.0,232.0,2.0,481.0,0.004158004158004158,REGION,Inhibitor binding,AKT2
AKT2_277_279_REGION,277.0,279.0,2.0,481.0,0.004158004158004158,REGION,Inhibitor binding,AKT2
AKT2_292_293_REGION,292.0,293.0,1.0,481.0,0.002079002079002079,REGION,Inhibitor binding,AKT2
CYP17A1,,,,508.0,,,,CYP17A1
FGF14,,,,247.0,,,,FGF14
FGF7,,,,194.0,,,,FGF7
FOXL2,,,,376.0,,,,FOXL2
GNA11,,,,359.0,,,,GNA11
IGF1_49_77_REGION,49.0,77.0,28.0,195.0,0.14358974358974358,REGION,B,IGF1
IGF1_78_89_REGION,78.0,89.0,11.0,195.0,0.05641025641025641,REGION,C,IGF1
IGF1_90_110_REGION,90.0,110.0,20.0,195.0,0.10256410256410256,REGION,A,IGF1
IGF1_111_118_REGION,111.0,118.0,7.0,195.0,0.035897435897435895,REGION,D,IGF1
IL7R_131_231_DOMAIN,131.0,231.0,100.0,459.0,0.2178649237472767,DOMAIN,Fibronectin type-III,IL7R
IL7R_217_221_MOTIF,217.0,221.0,4.0,459.0,0.008714596949891068,MOTIF,WSXWS motif,IL7R
IL7R_272_280_MOTIF,272.0,280.0,8.0,459.0,0.017429193899782137,MOTIF,Box 1 motif,IL7R
PIK3C3_35_184_DOMAIN,35.0,184.0,149.0,887.0,0.16798196166854565,DOMAIN,C2 PI3K-type,PIK3C3
PIK3C3_283_520_DOMAIN,283.0,520.0,237.0,887.0,0.26719278466741825,DOMAIN,PIK helical,PIK3C3
PIK3C3_631_885_DOMAIN,631.0,885.0,254.0,887.0,0.28635851183765504,DOMAIN,PI3K/PI4K,PIK3C3
PRSS8_45_286_DOMAIN,45.0,286.0,241.0,343.0,0.7026239067055393,DOMAIN,Peptidase S1,PRSS8
RAD51_48_77_DOMAIN,48.0,77.0,29.0,339.0,0.0855457227138643,DOMAIN,HhH,RAD51
RAD51_184_257_REGION,184.0,257.0,73.0,339.0,0.2153392330383481,REGION,Interaction with PALB2,RAD51
RAD51_245_260_MOTIF,245.0,260.0,15.0,339.0,0.04424778761061947,MOTIF,Nuclear export signal; masked by the interaction with BRCA2,RAD51
CD79B_38_138_DOMAIN,38.0,138.0,100.0,229.0,0.4366812227074236,DOMAIN,Ig-like V-type,CD79B
CD79B_185_213_DOMAIN,185.0,213.0,28.0,229.0,0.1222707423580786,DOMAIN,ITAM,CD79B
GNA13,,,,377.0,,,,GNA13
MEF2B_3_57_DOMAIN,3.0,57.0,54.0,365.0,0.14794520547945206,DOMAIN,MADS-box,MEF2B
PRKAR1A_1_136_REGION,1.0,136.0,135.0,381.0,0.3543307086614173,REGION,Dimerization and phosphorylation,PRKAR1A
PRKAR1A_96_100_MOTIF,96.0,100.0,4.0,381.0,0.010498687664041995,MOTIF,Pseudophosphorylation motif,PRKAR1A
RAD51C_1_126_REGION,1.0,126.0,125.0,376.0,0.3324468085106383,REGION,Required for Holliday junction resolution activity,RAD51C
RAD51C_79_136_REGION,79.0,136.0,57.0,376.0,0.15159574468085107,REGION,"Interaction with RAD51B, RAD51D and XRCC3",RAD51C
RAD51C_366_370_MOTIF,366.0,370.0,4.0,376.0,0.010638297872340425,MOTIF,Nuclear localization signal,RAD51C
SPOP_31_161_DOMAIN,31.0,161.0,130.0,374.0,0.34759358288770054,DOMAIN,MATH,SPOP
SPOP_173_297_DOMAIN,173.0,297.0,124.0,374.0,0.3315508021390374,DOMAIN,BTB,SPOP
SPOP_71_191_REGION,71.0,191.0,120.0,374.0,0.32085561497326204,REGION,Required for nuclear localization,SPOP
SPOP_123_133_REGION,123.0,133.0,10.0,374.0,0.026737967914438502,REGION,Important for binding substrate proteins,SPOP
SPOP_186_217_REGION,186.0,217.0,31.0,374.0,0.08288770053475936,REGION,Important for homodimerization,SPOP
SPOP_297_355_REGION,297.0,355.0,58.0,374.0,0.15508021390374332,REGION,Important for homodimerization,SPOP
KIT_27_112_DOMAIN,27.0,112.0,85.0,976.0,0.08709016393442623,DOMAIN,Ig-like C2-type 1,KIT
KIT_121_205_DOMAIN,121.0,205.0,84.0,976.0,0.0860655737704918,DOMAIN,Ig-like C2-type 2,KIT
KIT_212_308_DOMAIN,212.0,308.0,96.0,976.0,0.09836065573770492,DOMAIN,Ig-like C2-type 3,KIT
KIT_317_410_DOMAIN,317.0,410.0,93.0,976.0,0.09528688524590163,DOMAIN,Ig-like C2-type 4,KIT
KIT_413_507_DOMAIN,413.0,507.0,94.0,976.0,0.09631147540983606,DOMAIN,Ig-like C2-type 5,KIT
KIT_589_937_DOMAIN,589.0,937.0,348.0,976.0,0.35655737704918034,DOMAIN,Protein kinase,KIT
KIT_568_570_REGION,568.0,570.0,2.0,976.0,0.0020491803278688526,REGION,Important for interaction with phosphotyrosine-binding proteins,KIT
EMSY_16_100_DOMAIN,16.0,100.0,84.0,1322.0,0.06354009077155824,DOMAIN,ENT,EMSY
EMSY_1_478_REGION,1.0,478.0,477.0,1322.0,0.3608169440242057,REGION,Interaction with BRCA2,EMSY
EMSY_104_108_REGION,104.0,108.0,4.0,1322.0,0.0030257186081694403,REGION,Interaction with ZMYND11,EMSY
GATA3_1_258_REGION,1.0,258.0,257.0,443.0,0.5801354401805869,REGION,Interaction with TBX21,GATA3
GATA3_288_316_REGION,288.0,316.0,28.0,443.0,0.06320541760722348,REGION,Flexible linker,GATA3
GATA3_344_353_MOTIF,344.0,353.0,9.0,443.0,0.020316027088036117,MOTIF,YxKxHxxxRP,GATA3
MYCN_381_433_DOMAIN,381.0,433.0,52.0,464.0,0.11206896551724138,DOMAIN,bHLH,MYCN
MYCN_19_47_REGION,19.0,47.0,28.0,464.0,0.0603448275862069,REGION,Interaction with AURKA,MYCN
MYCN_61_89_REGION,61.0,89.0,28.0,464.0,0.0603448275862069,REGION,Interaction with AURKA and FBXW7,MYCN
MYCN_433_454_REGION,433.0,454.0,21.0,464.0,0.04525862068965517,REGION,Leucine-zipper,MYCN
REL_8_297_DOMAIN,8.0,297.0,289.0,619.0,0.4668820678513732,DOMAIN,RHD,REL
REL_290_295_MOTIF,290.0,295.0,5.0,619.0,0.008077544426494346,MOTIF,Nuclear localization signal,REL
SH2B3_194_307_DOMAIN,194.0,307.0,113.0,575.0,0.19652173913043477,DOMAIN,PH,SH2B3
SH2B3_364_462_DOMAIN,364.0,462.0,98.0,575.0,0.17043478260869566,DOMAIN,SH2,SH2B3
MDM4_26_106_DOMAIN,26.0,106.0,80.0,490.0,0.16326530612244897,DOMAIN,SWIB,MDM4
MDM4_246_332_REGION,246.0,332.0,86.0,490.0,0.17551020408163265,REGION,Region II,MDM4
MDM4_393_490_REGION,393.0,490.0,97.0,490.0,0.19795918367346937,REGION,Necessary for interaction with USP2,MDM4
MDM4_442_445_MOTIF,442.0,445.0,3.0,490.0,0.006122448979591836,MOTIF,Nuclear localization signal,MDM4
IRF4,,,,451.0,,,,IRF4
PIK3R2_4_80_DOMAIN,4.0,80.0,76.0,728.0,0.1043956043956044,DOMAIN,SH3,PIK3R2
PIK3R2_109_295_DOMAIN,109.0,295.0,186.0,728.0,0.2554945054945055,DOMAIN,Rho-GAP,PIK3R2
PIK3R2_330_425_DOMAIN,330.0,425.0,95.0,728.0,0.1304945054945055,DOMAIN,SH2 1,PIK3R2
PIK3R2_622_716_DOMAIN,622.0,716.0,94.0,728.0,0.12912087912087913,DOMAIN,SH2 2,PIK3R2
SMAD2_10_176_DOMAIN,10.0,176.0,166.0,467.0,0.3554603854389722,DOMAIN,MH1,SMAD2
SMAD2_274_467_DOMAIN,274.0,467.0,193.0,467.0,0.4132762312633833,DOMAIN,MH2,SMAD2
SMAD2_221_225_MOTIF,221.0,225.0,4.0,467.0,0.008565310492505354,MOTIF,PY-motif,SMAD2
CHUK_15_302_DOMAIN,15.0,302.0,287.0,745.0,0.38523489932885907,DOMAIN,Protein kinase,CHUK
CHUK_455_476_REGION,455.0,476.0,21.0,745.0,0.028187919463087248,REGION,Leucine-zipper,CHUK
CHUK_738_743_REGION,738.0,743.0,5.0,745.0,0.006711409395973154,REGION,NEMO-binding,CHUK
KLHL6_72_139_DOMAIN,72.0,139.0,67.0,621.0,0.10789049919484701,DOMAIN,BTB,KLHL6
KLHL6_174_276_DOMAIN,174.0,276.0,102.0,621.0,0.1642512077294686,DOMAIN,BACK,KLHL6
