Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments	Fusion_Status
CCNE1	0	MSKCC-DMP	P-0008382-T01-IM5	ZNF222-CCNE1 fusion	yes	unknown	NA	unknown	CCNE1 (NM_001238) - ZNF222 (NM_001129996) rearrangement : c.326+54:CCNE1_c.-364:ZNF222del Note: The CCNE1 (NM_001238) - ZNF222 (NM_001129996) rearrangement event is a deletion which results in the fusion of CCNE1 exons 1-5 with the promoter region of ZNF22. The functional significance of this event is not known.	
ZNF222	0	MSKCC-DMP	P-0008382-T01-IM5	ZNF222-CCNE1 fusion	yes	unknown	NA	unknown	CCNE1 (NM_001238) - ZNF222 (NM_001129996) rearrangement : c.326+54:CCNE1_c.-364:ZNF222del Note: The CCNE1 (NM_001238) - ZNF222 (NM_001129996) rearrangement event is a deletion which results in the fusion of CCNE1 exons 1-5 with the promoter region of ZNF22. The functional significance of this event is not known.	
RPTOR	0	MSKCC-DMP	P-0009434-T01-IM5	ONECUT1-RPTOR fusion	yes	unknown	NA	unknown	RPTOR (NM_020761) Rearrangement t(15;17)(15q21.3;17q25.3)(15:g.53194795::chr17:g.78831704) RPTOR (NM_020761) rearrangement is results in translocation of genomic region after exon 13 of RPTOR and a genomic region on chromosome 15 that could potentially truncate RPTOR exons 14-34. Its functional significance is undetermined.	
ONECUT1	0	MSKCC-DMP	P-0009434-T01-IM5	ONECUT1-RPTOR fusion	yes	unknown	NA	unknown	RPTOR (NM_020761) Rearrangement t(15;17)(15q21.3;17q25.3)(15:g.53194795::chr17:g.78831704) RPTOR (NM_020761) rearrangement is results in translocation of genomic region after exon 13 of RPTOR and a genomic region on chromosome 15 that could potentially truncate RPTOR exons 14-34. Its functional significance is undetermined.	
CDKN2A	0	MSKCC-DMP	P-0006895-T01-IM5	CDKN2A-intragenic	yes	unknown	NA	unknown	CDKN2Ap16INK4A (NM_000077)  rearrangement: c.150+436del_c.263del CDKN2Ap14ARF (NM_058195)  rearrangement: c.194-3034_c.306del The CDKN2Ap16INK4A (NM_000077)  rearrangement  is an intragenic deletion of exon 2.  One of the breakpoints is within exon 2.  The CDKN2Ap14ARF (NM_058195)  rearrangement  is an intragenic deletion of exon 2. One of the breakpoints is within exon 2.	
BAP1	0	MSKCC-DMP	P-0008036-T01-IM5	PHF7-BAP1 fusion	yes	unknown	NA	unknown	BAP1 (NM_004656) rearrangement: c.-677_c.37+16del The BAP1 (NM_004656) rearrangement is a deletion of exon 1 of BAP1. The functional significance is undetermined.	
PHF7	0	MSKCC-DMP	P-0008036-T01-IM5	PHF7-BAP1 fusion	yes	unknown	NA	unknown	BAP1 (NM_004656) rearrangement: c.-677_c.37+16del The BAP1 (NM_004656) rearrangement is a deletion of exon 1 of BAP1. The functional significance is undetermined.	
LATS2	0	MSKCC-DMP	P-0007556-T01-IM5	LATS2-intragenic	yes	unknown	NA	unknown	LATS2 (NM_014572) rearrangement : c.1006_1900-1285inv Note: The LATS2 (NM_014572) rearrangement events results in the inversion of LATS2 exon4. One of the breakpoints is within LATS2 exon4.	
SH3BGRL	0	MSKCC-DMP	P-0009105-T01-IM5	NF1-SH3BGRL fusion	yes	unknown	NA	unknown	NF1 (NM_001042492) rearrangement: t(17;X)(q11.2;q22.1)(chr17:g.29562678::chrX:g.81529667) Note: The NF1 (NM_001042492) rearrangement results in the deletion of NF1 exons 28-58. One of the breakpoints is within NF1 exon 28. The functional significance of this rearrangement is undetermined.	
NF1	0	MSKCC-DMP	P-0009105-T01-IM5	NF1-SH3BGRL fusion	yes	unknown	NA	unknown	NF1 (NM_001042492) rearrangement: t(17;X)(q11.2;q22.1)(chr17:g.29562678::chrX:g.81529667) Note: The NF1 (NM_001042492) rearrangement results in the deletion of NF1 exons 28-58. One of the breakpoints is within NF1 exon 28. The functional significance of this rearrangement is undetermined.	
TCF7L2	0	MSKCC-DMP	P-0005792-T01-IM5	LOC100169752-TCF7L2 fusion	yes	unknown	NA	unknown	TCF7L2 (NM_001146274) rearrangement: c.382:TCF7L2_chr10:g.127151116dup The TCF7L2 (NM_001146274) rearrangement is a duplication of TCF7L2 exons 4-14. The functional significance is undetermined.	
LOC100169752	0	MSKCC-DMP	P-0005792-T01-IM5	LOC100169752-TCF7L2 fusion	yes	unknown	NA	unknown	TCF7L2 (NM_001146274) rearrangement: c.382:TCF7L2_chr10:g.127151116dup The TCF7L2 (NM_001146274) rearrangement is a duplication of TCF7L2 exons 4-14. The functional significance is undetermined.	
CDKN2A	0	MSKCC-DMP	P-0002603-T01-IM3	CDKN2A-intragenic	yes	unknown	NA	unknown	null affects splice site	
TOP1MT	0	MSKCC-DMP	P-0002855-T01-IM3	RECQL4-TOP1MT fusion	yes	unknown	NA	unknown	null Note: The RECQL4-TOP1MT deletion is a rearrangement event which results in the fusion between RECQL4 (NM_004260) exons 1-4 and TOP1MT (NM_052963) exons 13-14.	
RECQL4	0	MSKCC-DMP	P-0002855-T01-IM3	RECQL4-TOP1MT fusion	yes	unknown	NA	unknown	null Note: The RECQL4-TOP1MT deletion is a rearrangement event which results in the fusion between RECQL4 (NM_004260) exons 1-4 and TOP1MT (NM_052963) exons 13-14.	
SND1	0	MSKCC-DMP	P-0004103-T01-IM5	BRAF-SND1 fusion	yes	unknown	NA	in frame	SND1 (NM_014390) -  BRAF (NM_004333) rearrangement: c.1038+5799:SND1_c.1315-192:BRAFinv. The SND1 (NM_014390) -  BRAF (NM_004333) rearrangement is an inversion that results in the fusion of SND1 exons 1-9 with BRAF exons 11-18. (PMID: 25266736) (PMID: 22745804)	
BRAF	0	MSKCC-DMP	P-0004103-T01-IM5	BRAF-SND1 fusion	yes	unknown	NA	in frame	SND1 (NM_014390) -  BRAF (NM_004333) rearrangement: c.1038+5799:SND1_c.1315-192:BRAFinv. The SND1 (NM_014390) -  BRAF (NM_004333) rearrangement is an inversion that results in the fusion of SND1 exons 1-9 with BRAF exons 11-18. (PMID: 25266736) (PMID: 22745804)	
RNF43	0	MSKCC-DMP	P-0004140-T01-IM5	RNF43-intragenic	yes	unknown	NA	in frame	RNF43(NM_017763) Rearrangement: c.849+196_253-3498dup The RNF43(NM_017763) Rearrangement results in the duplication of exons 3 to 7 .Its functional significance is undetermined.	
BRAF	0	MSKCC-DMP	P-0004140-T01-IM5	BRAF-intragenic	yes	unknown	NA	in frame	BRAF(NM_004333) Rearrangement : c.1141-973_139-1097del The BRAF(NM_004333) Rearrangement results in the deletion of exons 2 to 8. Its functional significance is undetermined.	
BARD1	0	MSKCC-DMP	P-0003521-T02-IM5	BARD1-intragenic	yes	unknown	NA	unknown	BARD1 (NM_000465) rearrangement: c.878_c.1678-825:BARD1inv The BARD1 (NM_000465) rearrangement event is an inversion which results in the inversion of exons 4-7. One of the breakpoints is within exon 4. The functional significance is undetermined.	
FOXP1	0	MSKCC-DMP	P-0003521-T02-IM5	FOXP1-intragenic	yes	unknown	NA	unknown	FOXP1 (NM_001244814) rearrangement: c.283-20456_c.433:FOXP1del The FOXP1 (NM_001244814) rearrangement is an intragenic deletion of exons 8-9,  potentially disabling the function of the gene.	
ROS1	0	MSKCC-DMP	P-0001437-T01-IM3	CD74-ROS1 fusion	yes	unknown	NA	out of frame	None	
CD74	0	MSKCC-DMP	P-0001437-T01-IM3	CD74-ROS1 fusion	yes	unknown	NA	out of frame	None	
ERBB3	0	MSKCC-DMP	P-0004492-T01-IM5	CREG1-ERBB3 fusion	yes	unknown	NA	unknown	ERBB3 (NM_001982) rearrangement : t(1;12)(1q24.2;12q13.2)(chr1:g.167500617::chr12:g.56486697) Note: ERBB3 (NM_001982) rearrangement event  is a translocation which results in truncation of ERBB3 exons 10-17. Its functional significance is undetermined.	
CREG1	0	MSKCC-DMP	P-0004492-T01-IM5	CREG1-ERBB3 fusion	yes	unknown	NA	unknown	ERBB3 (NM_001982) rearrangement : t(1;12)(1q24.2;12q13.2)(chr1:g.167500617::chr12:g.56486697) Note: ERBB3 (NM_001982) rearrangement event  is a translocation which results in truncation of ERBB3 exons 10-17. Its functional significance is undetermined.	
DNMT3A	0	MSKCC-DMP	P-0001756-T01-IM3	DNMT3A-intragenic	yes	unknown	NA	out of frame	DNMT3A (NM_022552) Deletion: c.2083-52_c.2409-46del Note: DNMT3A deletion is a large deletion event in which exons 18, 19 and 20 are deleted.	
EGFR	0	MSKCC-DMP	P-0003456-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	null EGFR (NM_005228), vIII intragenic deletion: c.88+7615_c.889+49del	
BRAF	0	MSKCC-DMP	P-0003872-T01-IM5	BRAF-intragenic	yes	unknown	NA	in frame	BRAF (NM_004333) rearrangement: c.711+1013_c.1314+129 :BRAFdel The BRAF (NM_004333) rearrangement is an intragenic deletion of exons 5-10. Its functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0006500-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion : c.89-24915__c.890-294del	
SLC16A10	0	MSKCC-DMP	P-0003507-T01-IM5	ROS1-SLC16A10 fusion	yes	unknown	NA	in frame	null exon 1 and 2 of ROS1 fuse to exon 4-6 of SLC16A10.  functional significance is undetermined	
ROS1	0	MSKCC-DMP	P-0003507-T01-IM5	ROS1-SLC16A10 fusion	yes	unknown	NA	in frame	null exon 1 and 2 of ROS1 fuse to exon 4-6 of SLC16A10.  functional significance is undetermined	
EGFR	0	MSKCC-DMP	P-0002265-T01-IM3	EGFR-intragenic	yes	unknown	NA	unknown	null	
MITF	0	MSKCC-DMP	P-0005725-T01-IM5	MITF-intragenic	yes	unknown	NA	in frame	MITF (NM_198159)  Rearrangement: c.666+21_762+497del Note: The MITF (NM_198159)  rearrangement results in the intragenic deletion of exon5. Its functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0003783-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion: c.89-17914_c.890-295del	
APC	0	MSKCC-DMP	P-0001710-T01-IM3	SRP19-APC fusion	yes	unknown	NA	unknown	APC (NM_000038) - SRP19 (NM_001204199) deletion: c.5840_c.-3529del  The APC-SRP19 deletion is a rearrangement event which results in partial deletion of exon 16 of APC, likely disabling the function of the gene.	
SRP19	0	MSKCC-DMP	P-0001710-T01-IM3	SRP19-APC fusion	yes	unknown	NA	unknown	APC (NM_000038) - SRP19 (NM_001204199) deletion: c.5840_c.-3529del  The APC-SRP19 deletion is a rearrangement event which results in partial deletion of exon 16 of APC, likely disabling the function of the gene.	
EGFR	0	MSKCC-DMP	P-0005912-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion : c.89-17043_889+729del	
PIK3R1	0	MSKCC-DMP	P-0003560-T01-IM5	PIK3R1-intragenic	yes	unknown	NA	unknown	c.1726_*7586inv Note: The PIK3R1 (NM_181523) rearrangement event results in the inversion of exons 13-16, likely disrupting the function of the gene. One of the breakpoints is within exon13.	
CNTROB	0	MSKCC-DMP	P-0003871-T01-IM5	STAT5B-CNTROB fusion	yes	unknown	NA	in frame	CNTROB (NM_001037144) - STAT5B (NM_012448) rearrangement (32504650 bp): c.1994-486:CNTROB_c.2078-227:STAT5Binv The CNTROB (NM_001037144) - STAT5B (NM_012448) rearrangement is an inversion that results in the fusion of exons 1-13 of CNTROB with exons 17 -19 of STAT5B. The functional significance is undetermined	
STAT5B	0	MSKCC-DMP	P-0003871-T01-IM5	STAT5B-CNTROB fusion	yes	unknown	NA	in frame	CNTROB (NM_001037144) - STAT5B (NM_012448) rearrangement (32504650 bp): c.1994-486:CNTROB_c.2078-227:STAT5Binv The CNTROB (NM_001037144) - STAT5B (NM_012448) rearrangement is an inversion that results in the fusion of exons 1-13 of CNTROB with exons 17 -19 of STAT5B. The functional significance is undetermined	
NCOR1	0	MSKCC-DMP	P-0003871-T01-IM5	CBX4-NCOR1 fusion	yes	unknown	NA	unknown	NCOR1 (NM_006311) rearrangement: c.177:NCOR1_chr17g.77834316inv The NCOR1 (NM_006311) rearrangement is an inversion (61744383 bp) that leads to the truncation of NCOR1 exons 3-46. One of the breakpoints is within exon 3 of NCOR1. The functional significance is undetermined.	
CBX4	0	MSKCC-DMP	P-0003871-T01-IM5	CBX4-NCOR1 fusion	yes	unknown	NA	unknown	NCOR1 (NM_006311) rearrangement: c.177:NCOR1_chr17g.77834316inv The NCOR1 (NM_006311) rearrangement is an inversion (61744383 bp) that leads to the truncation of NCOR1 exons 3-46. One of the breakpoints is within exon 3 of NCOR1. The functional significance is undetermined.	
KCND2	0	MSKCC-DMP	P-0003871-T01-IM5	MLL3-KCND2 fusion	yes	unknown	NA	unknown	MLL3 (NM_170606) rearrangement: chr7g.19462033_c.11670+154:MLL3inv The MLL3 (NM_170606) rearrangement is an inversion (32393761 bp) that leads to the truncation of MLL3 exons 45-59. The functional significance is undetermined.	
MLL3	0	MSKCC-DMP	P-0003871-T01-IM5	MLL3-KCND2 fusion	yes	unknown	NA	unknown	MLL3 (NM_170606) rearrangement: chr7g.19462033_c.11670+154:MLL3inv The MLL3 (NM_170606) rearrangement is an inversion (32393761 bp) that leads to the truncation of MLL3 exons 45-59. The functional significance is undetermined.	
CDK5RAP2	0	MSKCC-DMP	P-0004203-T01-IM5	BRAF-CDK5RAP2 fusion	yes	unknown	NA	in frame	CDK5RAP2 (NM_018249) - BRAF (NM_004333) rearrangement: t(7;9)(7q34;9q33.2)(chr7:140491585::chr9:123251876) Note: CDK5RAP2 (NM_018249) - BRAF (NM_004333) rearrangement event is a reciprocal translocation in which results in the fusion of CDK5RAP2 exons 1-13 with BRAF exons 9-18. This fusion includes the kinase domain of BRAF gene.	
BRAF	0	MSKCC-DMP	P-0004203-T01-IM5	BRAF-CDK5RAP2 fusion	yes	unknown	NA	in frame	CDK5RAP2 (NM_018249) - BRAF (NM_004333) rearrangement: t(7;9)(7q34;9q33.2)(chr7:140491585::chr9:123251876) Note: CDK5RAP2 (NM_018249) - BRAF (NM_004333) rearrangement event is a reciprocal translocation in which results in the fusion of CDK5RAP2 exons 1-13 with BRAF exons 9-18. This fusion includes the kinase domain of BRAF gene.	
FOXP1	0	MSKCC-DMP	P-0004329-T01-IM5	FOXP1-intragenic	yes	unknown	NA	unknown	FOXP1 (NM_001244814) rearrangement: c.511-37_chr3:g.71376425del The FOXP1 (NM_001244814) rearrangement is an intragenic deletion of exons 1-5. The functional significance is undetermined.	
EYS	0	MSKCC-DMP	P-0003350-T01-IM5	PARK2-EYS fusion	yes	unknown	NA	unknown	null Note: The EYS (NM_001142800) - PARK2 (NM_004562) rearrangement event results in the reciprocal inversion of PARK2 exons 1 to 3. The breakpoint on PARK2 is within exon 3.	
PARK2	0	MSKCC-DMP	P-0003350-T01-IM5	PARK2-EYS fusion	yes	unknown	NA	unknown	null Note: The EYS (NM_001142800) - PARK2 (NM_004562) rearrangement event results in the reciprocal inversion of PARK2 exons 1 to 3. The breakpoint on PARK2 is within exon 3.	
NOTCH2	0	MSKCC-DMP	P-0003700-T01-IM5	NOTCH2-intragenic	yes	unknown	NA	in frame	NOTCH2 (NM_024408) rearrangement: c.1682-62_c.1916-920dup NOTCH2 (NM_024408) rearrangement event is a duplication which results in the duplication of exons 11. Its functional significance is undetermined.	
APC	0	MSKCC-DMP	P-0015010-T01-IM6	SRP19-APC fusion	yes	unknown	NA	unknown	APC (NM_000038) rearrangement: c.4970_g.112190339del Note: The APC (NM_000038) rearrangement results in the deletion of exon 16. One of the breakpoints is within exon 16. The functional significance is undetermined.	
SRP19	0	MSKCC-DMP	P-0015010-T01-IM6	SRP19-APC fusion	yes	unknown	NA	unknown	APC (NM_000038) rearrangement: c.4970_g.112190339del Note: The APC (NM_000038) rearrangement results in the deletion of exon 16. One of the breakpoints is within exon 16. The functional significance is undetermined.	
CDH1	0	MSKCC-DMP	P-0010099-T01-IM5	CMIP-CDH1 fusion	yes	unknown	NA	unknown	CDH1 (NM_004360) rearrangement: c.1590:CDH1_chr16:g.81431871inv Note: The CDH1 rearrangement is an inversion of exons 11 to 16. The breakpoint is within exon 11. The functional significance is undetermined.	
CMIP	0	MSKCC-DMP	P-0010099-T01-IM5	CMIP-CDH1 fusion	yes	unknown	NA	unknown	CDH1 (NM_004360) rearrangement: c.1590:CDH1_chr16:g.81431871inv Note: The CDH1 rearrangement is an inversion of exons 11 to 16. The breakpoint is within exon 11. The functional significance is undetermined.	
DNAH2	0	MSKCC-DMP	P-0006713-T01-IM5	ERRFI1-DNAH2 fusion	yes	unknown	NA	unknown	ERRFI1 (NM_018948) rearrangement: t(1;17)(p36.23;p13.1)(chr1:g.8085068::chr17:g.7619057) The ERRFI1 (NM_018948) rearrangement is a translocation which results in a truncated ERRFI1. The functional significance is undetermined.	
ERRFI1	0	MSKCC-DMP	P-0006713-T01-IM5	ERRFI1-DNAH2 fusion	yes	unknown	NA	unknown	ERRFI1 (NM_018948) rearrangement: t(1;17)(p36.23;p13.1)(chr1:g.8085068::chr17:g.7619057) The ERRFI1 (NM_018948) rearrangement is a translocation which results in a truncated ERRFI1. The functional significance is undetermined.	
CIC	0	MSKCC-DMP	P-0006281-T01-IM5	PAFAH1B3-CIC fusion	yes	unknown	NA	unknown	CIC (NM_015125) rearrangement : c.4734:CIC_chr19:g.42800643inv Note: The CIC (NM_015125) rearrangement results in the inversion of CIC exon20. One of the breakpoints is within CIC exon20.	
PAFAH1B3	0	MSKCC-DMP	P-0006281-T01-IM5	PAFAH1B3-CIC fusion	yes	unknown	NA	unknown	CIC (NM_015125) rearrangement : c.4734:CIC_chr19:g.42800643inv Note: The CIC (NM_015125) rearrangement results in the inversion of CIC exon20. One of the breakpoints is within CIC exon20.	
RBM10	0	MSKCC-DMP	P-0006281-T01-IM5	ZNF157-RBM10 fusion	yes	unknown	NA	unknown	ZNF157 (NM_003446) - RBM10 (NM_001204468) rearrangement : c.2208:RBM10_c.73-19442:ZNF157dup Note: The ZNF157 (NM_003446) - RBM10 (NM_001204468) rearrangement event is a duplication which results in the fusion of ZNF157 exon1  with  RBM10 exons 18-24. One of the breakpoints is within RBM10 exon18.	
ZNF157	0	MSKCC-DMP	P-0006281-T01-IM5	ZNF157-RBM10 fusion	yes	unknown	NA	unknown	ZNF157 (NM_003446) - RBM10 (NM_001204468) rearrangement : c.2208:RBM10_c.73-19442:ZNF157dup Note: The ZNF157 (NM_003446) - RBM10 (NM_001204468) rearrangement event is a duplication which results in the fusion of ZNF157 exon1  with  RBM10 exons 18-24. One of the breakpoints is within RBM10 exon18.	
LMNA	0	MSKCC-DMP	P-0010581-T01-IM5	NTRK1-LMNA fusion	yes	unknown	NA	in frame	LMNA (NM_170707) - NTRK (NM_002529) fusion (LMNA exons 1-2 fused to NTRK1 exons 11-17): c.514-811:LMNA_c.1251+138:NTRK1del Note:The fusion is predicted to be in frame and includes the kinase domain of NTRK1. (PMID: 26216294)	
NTRK1	0	MSKCC-DMP	P-0010581-T01-IM5	NTRK1-LMNA fusion	yes	unknown	NA	in frame	LMNA (NM_170707) - NTRK (NM_002529) fusion (LMNA exons 1-2 fused to NTRK1 exons 11-17): c.514-811:LMNA_c.1251+138:NTRK1del Note:The fusion is predicted to be in frame and includes the kinase domain of NTRK1. (PMID: 26216294)	
USP34	0	MSKCC-DMP	P-0010581-T01-IM5	XPO1-USP34 fusion	yes	unknown	NA	out of frame	XPO1(NM_003400) - USP34 (NM_014709 )Rearrangement : c.228+106:XPO1_c.43+2302:USP34del Note: The XPO1(NM_003400) - USP34 (NM_014709 )Rearrangement results in the fusion of   exons 1-2 of XPO1 with exons 2-80 of USP34.Its functional significance is undetermined.	
XPO1	0	MSKCC-DMP	P-0010581-T01-IM5	XPO1-USP34 fusion	yes	unknown	NA	out of frame	XPO1(NM_003400) - USP34 (NM_014709 )Rearrangement : c.228+106:XPO1_c.43+2302:USP34del Note: The XPO1(NM_003400) - USP34 (NM_014709 )Rearrangement results in the fusion of   exons 1-2 of XPO1 with exons 2-80 of USP34.Its functional significance is undetermined.	
NOTCH4	0	MSKCC-DMP	P-0009756-T01-IM5	NOTCH4-intragenic	yes	unknown	NA	unknown	NOTCH4 (NM_004557) rearrangement: chr6:g.32210986_c.5436del Note: The NOTCH4 (NM_004557) rearrangement is a deletion of exons 1-30. One of the breakpoints is within exon 30. The functional significance is undetermined.	
EWSR1	0	MSKCC-DMP	P-0003272-T01-IM5	FLI1-EWSR1 fusion	yes	unknown	NA	in frame	null	
FLI1	0	MSKCC-DMP	P-0003272-T01-IM5	FLI1-EWSR1 fusion	yes	unknown	NA	in frame	null	
BTK	0	MSKCC-DMP	P-0008290-T01-IM5	BTK-intragenic	yes	unknown	NA	unknown	BTK (NM_000061) rearrangement: c.392-764_c.1682dup The BTK (NM_000061) rearrangement is an intragenic duplication of exons 6-17 of BTK. One of the breakpoints is within exon 17. The functional significance is undetermined.	
SORBS2	0	MSKCC-DMP	P-0003009-T01-IM3	FAT1-SORBS2 fusion	yes	unknown	NA	unknown	null Note: The FAT1(NM_005245) -SORBS2 (NM_021069) rearrangement is a deletion event which results in the  fusion between FAT1 exons 1-10 and SORBS2 exons 2-21. The breakpoint in on exon 10 of FAT1.	
FAT1	0	MSKCC-DMP	P-0003009-T01-IM3	FAT1-SORBS2 fusion	yes	unknown	NA	unknown	null Note: The FAT1(NM_005245) -SORBS2 (NM_021069) rearrangement is a deletion event which results in the  fusion between FAT1 exons 1-10 and SORBS2 exons 2-21. The breakpoint in on exon 10 of FAT1.	
KIF1B	0	MSKCC-DMP	P-0013861-T01-IM5	MTOR-KIF1B fusion	yes	unknown	NA	unknown	MTOR (NM_004958) Rearrangement : c.1413-12:MTOR_c.1978-4081:KIF1Bdup Note: The MTOR Rearrangement results in the duplication of exons 10-58 of MTOR. It includes the kinase domain of MTOR. Its functional significance is undetermined.	
MTOR	0	MSKCC-DMP	P-0013861-T01-IM5	MTOR-KIF1B fusion	yes	unknown	NA	unknown	MTOR (NM_004958) Rearrangement : c.1413-12:MTOR_c.1978-4081:KIF1Bdup Note: The MTOR Rearrangement results in the duplication of exons 10-58 of MTOR. It includes the kinase domain of MTOR. Its functional significance is undetermined.	
MGA	0	MSKCC-DMP	P-0011149-T01-IM5	SPTBN5-MGA fusion	yes	unknown	NA	unknown	SPTBN5 (NM_016642) - MGA (NM_001164273) rearrangement : c.1520+567:SPTBN5_c.8539:MGAinv Note: The SPTBN5-MGA rearrangement event is an inversion which results in the fusion of SPTBN5 exons 1-7 with MGA exon 24. One of the breakpoints is within MGA exon24.	
SPTBN5	0	MSKCC-DMP	P-0011149-T01-IM5	SPTBN5-MGA fusion	yes	unknown	NA	unknown	SPTBN5 (NM_016642) - MGA (NM_001164273) rearrangement : c.1520+567:SPTBN5_c.8539:MGAinv Note: The SPTBN5-MGA rearrangement event is an inversion which results in the fusion of SPTBN5 exons 1-7 with MGA exon 24. One of the breakpoints is within MGA exon24.	
MET	0	MSKCC-DMP	P-0011149-T01-IM5	MET-intragenic	yes	unknown	NA	out of frame	MET (NM_000245) rearrangement : c.2102+2_2583+382del Note: The MET rearrangement event results in the deletion of MET exons 8-11. One of the breakpoints is within the 3 splice site of MET exon8.	
SETD2	0	MSKCC-DMP	P-0013089-T01-IM5	FLJ39534-SETD2 fusion	yes	unknown	NA	unknown	SETD2 (NM_014159) Rearrangement : c.2025:SETD2_chr3:g.47250984del Note: The SETD2 Rearrangement results in the deletion of exons 1-3 of SETD2. One of the breakpoints is within exon3 of SETD2. Its functional significance is undetermined.	
FLJ39534	0	MSKCC-DMP	P-0013089-T01-IM5	FLJ39534-SETD2 fusion	yes	unknown	NA	unknown	SETD2 (NM_014159) Rearrangement : c.2025:SETD2_chr3:g.47250984del Note: The SETD2 Rearrangement results in the deletion of exons 1-3 of SETD2. One of the breakpoints is within exon3 of SETD2. Its functional significance is undetermined.	
CTNNB1	0	MSKCC-DMP	P-0007995-T01-IM5	CTNNB1-intragenic	yes	unknown	NA	unknown	CTNNB1 (NM_001904) rearrangement: c.-49+4419_c.284del  Note: The CTNNB1 (NM_001904) rearrangement is a deletion of exon 1-4. One of the breakpoints is within exon 4 of CTNNB1. The functional significance is undetermined.	
ZFHX3	0	MSKCC-DMP	P-0010588-T01-IM5	ZFHX3-intragenic	yes	unknown	NA	unknown	ZFHX3 (NM_006885) rearrangement: c.-50+15973_c.4758del. Note: The ZFHX3 rearrangement is an intragenic deletion of exons 2-9. One of the breakpoints is within exon9. The functional significance is undetermined.	
BRAF	0	MSKCC-DMP	P-0004871-T01-IM5	NCRNA00244-BRAF fusion	yes	unknown	NA	unknown	BRAF (NM_004333) rearrangement : c.1140+1724:BRAF_chr7:g.156140327inv Note: The BRAF (NM_004333) rearrangement event results in the inversion of BRAF exons 1-8. Functional significance is undetermined.	
NCRNA00244	0	MSKCC-DMP	P-0004871-T01-IM5	NCRNA00244-BRAF fusion	yes	unknown	NA	unknown	BRAF (NM_004333) rearrangement : c.1140+1724:BRAF_chr7:g.156140327inv Note: The BRAF (NM_004333) rearrangement event results in the inversion of BRAF exons 1-8. Functional significance is undetermined.	
VEGFC	0	MSKCC-DMP	P-0007293-T01-IM5	CTNNB1-VEGFC fusion	yes	unknown	NA	unknown	CTNNB1 (NM_001904) rearrangement : t(3;4)(p22.1;q34.3)(chr3:g.41267307::chr4:g.177727721) Note: The CTNNB1 (NM_001904) rearrangement event is a translocation which results in a truncated CTNNB1. One of the breakpoints is within CTBBN1 exon6.	
CTNNB1	0	MSKCC-DMP	P-0007293-T01-IM5	CTNNB1-VEGFC fusion	yes	unknown	NA	unknown	CTNNB1 (NM_001904) rearrangement : t(3;4)(p22.1;q34.3)(chr3:g.41267307::chr4:g.177727721) Note: The CTNNB1 (NM_001904) rearrangement event is a translocation which results in a truncated CTNNB1. One of the breakpoints is within CTBBN1 exon6.	
BIRC3	0	MSKCC-DMP	P-0005583-T01-IM5	SIK3-BIRC3 fusion	yes	unknown	NA	unknown	BIRC3 (NM_182962) - SIK3 (NM_025164) rearrangement: c.1159:BIRC3_ c.442+13590:SIK3del The BIRC3 (NM_182962)  rearrangement is a deletion which may result in the truncation of BIRCA3 exons 7-10. One of the breakpoints is within exon 7 of BIRCA3. The functional significance is undetermined	
SIK3	0	MSKCC-DMP	P-0005583-T01-IM5	SIK3-BIRC3 fusion	yes	unknown	NA	unknown	BIRC3 (NM_182962) - SIK3 (NM_025164) rearrangement: c.1159:BIRC3_ c.442+13590:SIK3del The BIRC3 (NM_182962)  rearrangement is a deletion which may result in the truncation of BIRCA3 exons 7-10. One of the breakpoints is within exon 7 of BIRCA3. The functional significance is undetermined	
FSCB	0	MSKCC-DMP	P-0007971-T01-IM5	ARID5B-FSCB fusion	yes	unknown	NA	unknown	ARID5B (NM_032199) rearrangement : t(10;14)(q21.2;q21.2)(chr10:.g.63851226::chr14:g.44208017 ) Note: The ARID5B (NM_032199) rearrangement event is a reciprocal translocation which results in the truncation of ARID5B exons10. One of the breakpoints is within ARID5B exon10.	
ARID5B	0	MSKCC-DMP	P-0007971-T01-IM5	ARID5B-FSCB fusion	yes	unknown	NA	unknown	ARID5B (NM_032199) rearrangement : t(10;14)(q21.2;q21.2)(chr10:.g.63851226::chr14:g.44208017 ) Note: The ARID5B (NM_032199) rearrangement event is a reciprocal translocation which results in the truncation of ARID5B exons10. One of the breakpoints is within ARID5B exon10.	
FANCC	0	MSKCC-DMP	P-0007971-T01-IM5	FANCC-intragenic	yes	unknown	NA	out of frame	FANCC (NM_000136) rearrangement: c.686+3158_843+10del Note: The FANCC (NM_000136) rearrangement event results in the intragenic deletion of FANCC exon8.	
